id,created_at,text
1538991889453658117,2022-06-20 21:07:14+00:00,"b'Al transitar por Jaliosco, Ciudad Obreg\xc3\xb3n Centro (Fundo Legal), Cajeme encontrar\xc3\xa1s un #accidente de #tr\xc3\xa1nsito atendido por #CruzRojaMexicana, ten cuidado y disminuye tu velocidad  https://t.co/aWslyzI7YV'"
1538991577539944448,2022-06-20 21:05:59+00:00,"b'Voluntarios a bordo de un veh\xc3\xadculo de #CruzRojaMexicana ayudan a los a afectados de un #incendio en Av. Miguel Hidalgo, Comercial, San Luis R\xc3\xado Colorado https://t.co/jRNWlsRn0y'"
1538975713692467207,2022-06-20 20:02:57+00:00,"b'Un #accidente de #tr\xc3\xa1nsito en 24, Ejidal, Agua Prieta fue reportado a #CruzRojaMexicana, te recomendamos tener cuidado al transitar en esa zona https://t.co/Is8xvQQ38z'"
1538951559891017728,2022-06-20 18:26:58+00:00,"b'#CruzRojaMexicana est\xc3\xa1 atendiendo un #accidente de #tr\xc3\xa1nsito en Guerrero, Del Valle, Cajeme con una #ambulancia donada con tus aportaciones https://t.co/JqSNxrA6SW'"
1538949564773842945,2022-06-20 18:19:03+00:00,"b'En la direcci\xc3\xb3n Loma Linda, R\xc3\xado Blanco, Cananea, un veh\xc3\xadculo de #CruzRojaMexicana atiende un #accidente de #tr\xc3\xa1nsito, evita esas vialidades https://t.co/VcmUX4vkgJ'"
1538947469597450241,2022-06-20 18:10:43+00:00,"b'Una #ambulancia de #CruzRojaMexicana labora atendiendo a un paciente herido por un #accidente de #tr\xc3\xa1nsito en Israel Gonzalez y/o Perimetral, Prados Del Sol, Hermosillo https://t.co/O2LxVxvJvx'"
1538928195675774977,2022-06-20 16:54:08+00:00,"b'#CruzRojaMexicana est\xc3\xa1 ayudando en un #accidente de #tr\xc3\xa1nsito en Canal4, CENTRO, San Ignacio R\xc3\xado Muerto, ten cuidado al pasar por el lugar https://t.co/6o1WuD5tNx'"
1538911146035630080,2022-06-20 15:46:23+00:00,"b'Un #accidente de #tr\xc3\xa1nsito en Kino, Privada de La Laguna, Cajeme fue reportado a #CruzRojaMexicana, te recomendamos tener cuidado al transitar en esa zona https://t.co/8ybQKsevXs'"
1538901987550429184,2022-06-20 15:09:59+00:00,"b'Veh\xc3\xadculos de #emergencia y #CruzRojaMexicana acuden a Carretera Tesia, La Laguna de Tesia, Navojoa a auxiliar por un #accidente de #tr\xc3\xa1nsito https://t.co/wkoI3fvyEW'"
1538900518545899521,2022-06-20 15:04:09+00:00,"b'Estamos atendiendo en #CruzRojaMexicana un #accidente de #tr\xc3\xa1nsito en General Miguel Pina, Ley 57, Hermosillo, extrema precacuciones al pasar por ese lugar https://t.co/k4REZRDQaK'"
1538893016341131266,2022-06-20 14:34:21+00:00,"b'En la direcci\xc3\xb3n Independencia, Ortiz Rubio, Empalme, un veh\xc3\xadculo de #CruzRojaMexicana atiende un #accidente de #tr\xc3\xa1nsito, evita esas vialidades https://t.co/AGZrrz9zAX'"
1538837144646701056,2022-06-20 10:52:20+00:00,"b'Al transitar por Dalias, Mezquite, San Luis R\xc3\xado Colorado encontrar\xc3\xa1s un #accidente de #tr\xc3\xa1nsito atendido por #CruzRojaMexicana, ten cuidado y disminuye tu velocidad  https://t.co/snJmgKyh9D'"
1538827287948320768,2022-06-20 10:13:10+00:00,"b'Estamos atendiendo en #CruzRojaMexicana un #accidente de #tr\xc3\xa1nsito en Principal, Camargo, Navojoa, extrema precacuciones al pasar por ese lugar https://t.co/6Nhi2QHm1G'"
1538818618045214720,2022-06-20 09:38:43+00:00,"b'Una #ambulancia de #CruzRojaMexicana labora atendiendo a un paciente herido por un #accidente de #tr\xc3\xa1nsito en Agustin Zamora, Pueblo Alegre, Hermosillo https://t.co/WdmPKo784z'"
1538794832046477320,2022-06-20 08:04:12+00:00,"b'Personal de #CruzRojaMexicana auxilian a un paciente en Paseo Basalto, Paseos del Pedregal, Hermosillo, debido a un #accidente de #tr\xc3\xa1nsito https://t.co/6r1odfgYMm'"
1538770641444392962,2022-06-20 06:28:04+00:00,"b'#CruzRojaMexicana est\xc3\xa1 atendiendo un #accidente de #tr\xc3\xa1nsito en Chilpancingo, Sahuaro, Hermosillo con una #ambulancia donada con tus aportaciones https://t.co/4zIzERiK7R'"
1538768005198491654,2022-06-20 06:17:36+00:00,"b'En la direcci\xc3\xb3n Domicilio Conocido, Navobaxia, Huatabampo, un veh\xc3\xadculo de #CruzRojaMexicana atiende un #accidente de #tr\xc3\xa1nsito, evita esas vialidades https://t.co/ngGyNBj5js'"
1538759350474399744,2022-06-20 05:43:12+00:00,"b'Veh\xc3\xadculos de #emergencia y #CruzRojaMexicana acuden a Sin Nombre, Navolato, Etchojoa a auxiliar por un #accidente de #tr\xc3\xa1nsito https://t.co/omEOf38O0z'"
1538750880274604032,2022-06-20 05:09:33+00:00,"b'Un #accidente de #tr\xc3\xa1nsito en Carretera Internacional, Sierra Vista, Cajeme fue reportado a #CruzRojaMexicana, te recomendamos tener cuidado al transitar en esa zona https://t.co/vGqLMjnvDg'"
